code,full name,name,category,52w,ROE,P/E,EPS,DPS,DY,PTBV,RPS,PSR,Market_Cap,RSI,Stochastic
7234,MESB BERHAD,"MESB (7234) [s]
MESB BERHAD Summary",Consumer Products & Services - Main Market,0.185 - 0.400,-1.18,-24,-1.25,0,0.00%,0.28,194.88,0,24.6M,Neutral 51.5,Neutral 55.6
7043,JMR CONGLOMERATION BERHAD,"JMR (7043) [s]
JMR CONGLOMERATION BERHAD Summary",Industrial Products & Services - Main Market,0.950 - 1.100,-1.21,-117,-0.92,0,0.00%,1.41,14.03,8,135.7M,Neutral 56.4,Overbought 80.0
2593,UNITED MALACCA BERHAD,"UMCCA (2593) [s]
UNITED MALACCA BERHAD Summary",Plantation - Main Market,5.120 - 6.530,-1.3,-56,-9.39,8,1.52%,0.73,99.94,5,"1,100.9M",Neutral 37.9,Oversold 16.7
170,KANGER INTERNATIONAL BERHAD,"KANGER (0170) [s]
KANGER INTERNATIONAL BERHAD Summary",Consumer Products & Services - Ace Market,0.035 - 0.140,-1.34,-21,-0.19,0,0.00%,0.28,6.62,1,35.8M,Neutral 47.0,Neutral 33.3
5048,YI-LAI BERHAD,"YILAI (5048)
YI-LAI BERHAD Summary",Industrial Products & Services - Main Market,0.545 - 0.760,-1.42,-32,-1.97,0,0.00%,0.46,73.98,1,101.6M,Neutral 61.9,Overbought 100.0
3611,PARAGON GLOBE BERHAD,"PGLOBE (3611)
PARAGON GLOBE BERHAD Summary",Industrial Products & Services - Main Market,1.000 - 1.350,-1.52,-53,-1.96,0,0.00%,0.81,20.48,5,196.0M,Neutral 47.8,Neutral 50.0
7121,XIAN LENG HOLDINGS BERHAD,"XIANLNG (7121) [s]
XIAN LENG HOLDINGS BERHAD Summary",Consumer Products & Services - Main Market,0.400 - 0.605,-1.84,-38,-1.16,0,0.00%,0.71,16.22,3,35.6M,Neutral 52.0,Overbought 90.0
5254,BOUSTEAD PLANTATIONS BERHAD,"BPLANT (5254) [s]
BOUSTEAD PLANTATIONS BERHAD Summary",Plantation - Main Market,0.655 - 1.750,-1.93,-34,-2.31,7.05,9.04%,0.65,26.07,3,"1,747.2M",Neutral 41.8,Neutral 26.7
2607,INCH KENNETH KAJANG RUBBER PUBLIC LTD CO,"INCKEN (2607) [s]
INCH KENNETH KAJANG RUBBER PUBLIC LTD CO Summary",Plantation - Main Market,0.610 - 0.710,-1.99,-19,-3.29,1.07,1.67%,0.39,4.6,14,269.3M,Neutral 52.2,Neutral 50.0
7086,ABLEGROUP BERHAD,"ABLEGRP (7086) [s]
ABLEGROUP BERHAD Summary",Industrial Products & Services - Main Market,0.070 - 0.120,-2.18,-23,-0.37,0,0.00%,0.5,1.5,6,22.4M,Neutral 58.4,Overbought 100.0
4219,BERJAYA LAND BERHAD,"BJLAND (4219)
BERJAYA LAND BERHAD Summary",Consumer Products & Services - Main Market,0.180 - 0.365,-2.22,-12,-1.82,0,0.00%,0.26,123.72,0,"1,075.1M",Oversold 21.2,Oversold 0.0
7240,VERTICE BERHAD,"VERTICE (7240) [s]
VERTICE BERHAD Summary",Consumer Products & Services - Main Market,0.770 - 1.130,-2.24,-49,-1.75,0,0.00%,1.11,129.11,1,163.3M,Neutral 47.0,Neutral 61.1
5533,OCB BERHAD,"OCB (5533) [s]
OCB BERHAD Summary",Consumer Products & Services - Main Market,0.300 - 0.580,-2.35,-9,-4.85,0,0.00%,0.22,239.97,0,46.3M,Neutral 56.3,Neutral 58.8
5592,GRAND CENTRAL ENTERPRISES BHD,"GCE (5592)
GRAND CENTRAL ENTERPRISES BHD Summary",Consumer Products & Services - Main Market,0.400 - 0.580,-2.43,-18,-2.72,0,0.00%,0.44,11.76,4,97.5M,Neutral 61.8,Overbought 100.0
9342,ANZO HOLDINGS BERHAD,"ANZO (9342) [s]
ANZO HOLDINGS BERHAD Summary",Industrial Products & Services - Main Market,0.035 - 0.065,-2.53,-11,-0.42,0,0.00%,0.27,0.71,6,39.6M,Neutral 56.2,Neutral 66.7
7471,EDEN INC. BERHAD,"EDEN (7471)
EDEN INC. BERHAD Summary",Utilities - Main Market,0.090 - 0.470,,-7,-2.05,0,0.00%,,15.86,1,58.6M,Neutral 53.6,Neutral 40.0
7054,ASTRAL ASIA BERHAD,"AASIA (7054) [s]
ASTRAL ASIA BERHAD Summary",Plantation - Main Market,0.140 - 0.210,-2.7,-18,-0.81,0,0.00%,0.48,3.9,4,95.7M,Neutral 45.8,Oversold 0.0
5257,CARIMIN PETROLEUM BERHAD,"CARIMIN (5257) [s]
CARIMIN PETROLEUM BERHAD Summary",Energy - Main Market,0.205 - 1.010,-2.83,-48,-1.81,0,0.00%,1.35,107.81,1,202.3M,Neutral 49.1,Neutral 21.6
3395,BERJAYA CORPORATION BERHAD,"BJCORP (3395)
BERJAYA CORPORATION BERHAD Summary",Industrial Products & Services - Main Market,0.245 - 0.395,-2.9,-7,-3.72,0,0.00%,0.21,158.3,0,"1,408.0M",Neutral 48.8,Neutral 33.3
7157,CYL CORPORATION BERHAD,"CYL (7157) [s]
CYL CORPORATION BERHAD Summary",Industrial Products & Services - Main Market,0.400 - 0.690,-2.94,-24,-1.84,0,0.00%,0.71,53.46,1,44.5M,Neutral 48.6,Overbought 81.8
2216,IJM PLANTATIONS BERHAD,"IJMPLNT (2216) [s]
IJM PLANTATIONS BERHAD Summary",Plantation - Main Market,1.300 - 2.610,-2.99,-34,-4.52,5,3.23%,1.03,68.98,2,"1,364.9M",Neutral 38.0,Neutral 30.0
1503,GUOCOLAND (MALAYSIA) BERHAD,"GUOCO (1503)
GUOCOLAND (MALAYSIA) BERHAD Summary",Property - Main Market,0.720 - 1.030,-3.04,-13,-5.9,2,2.70%,0.38,37.43,2,518.3M,Neutral 46.8,Neutral 50.0
1287,PAN MALAYSIA HOLDINGS BERHAD,"PMHLDG (1287) [s]
PAN MALAYSIA HOLDINGS BERHAD Summary",Consumer Products & Services - Main Market,0.035 - 0.210,-3.29,-33,-0.17,0,0.00%,1.07,0.87,6,51.1M,Neutral 55.9,Overbought 100.0
7219,MINETECH RESOURCES BERHAD,"MINETEC (7219) [s]
MINETECH RESOURCES BERHAD Summary",Industrial Products & Services - Main Market,0.045 - 0.120,-3.33,-22,-0.3,0,0.00%,0.72,14.99,0,59.9M,Neutral 57.6,Overbought 100.0
105,ASIA POLY HOLDINGS BERHAD,"ASIAPLY (0105) [s]
ASIA POLY HOLDINGS BERHAD Summary",Industrial Products & Services - Ace Market,0.060 - 0.110,-3.37,-11,-0.64,0,0.00%,0.37,16.27,0,31.4M,Neutral 36.0,Neutral 50.0
180,KIM TECK CHEONG CONSOLIDATED BERHAD,"KTC (0180)
KIM TECK CHEONG CONSOLIDATED BERHAD Summary",Consumer Products & Services - Ace Market,0.125 - 0.205,-3.57,-23,-0.75,0,0.00%,0.83,110.24,0,89.3M,Neutral 49.1,Neutral 33.3
85,MLABS SYSTEMS BERHAD,"MLAB (0085)
MLABS SYSTEMS BERHAD Summary",Technology - Ace Market,0.035 - 0.065,-3.6,-9,-0.76,0,0.00%,0.31,0.69,9,43.6M,Overbought 77.7,Overbought 100.0
8745,LEWEKO RESOURCES BERHAD,"LEWEKO (8745) [s]
LEWEKO RESOURCES BERHAD Summary",Industrial Products & Services - Main Market,0.100 - 0.280,-3.78,-14,-1.02,0,0.00%,0.52,8.78,2,45.1M,Neutral 50.0,Neutral 50.0
4936,MALPAC HOLDINGS BERHAD,"MALPAC (4936)
MALPAC HOLDINGS BERHAD Summary",Plantation - Main Market,0.760 - 1.050,-3.84,-10,-8.52,10,11.36%,0.4,0,,66.0M,Neutral 50.0,Overbought 100.0
7146,AE MULTI HOLDINGS BERHAD,"AEM (7146)
AE MULTI HOLDINGS BERHAD Summary",Industrial Products & Services - Main Market,0.100 - 0.185,-3.83,-15,-0.69,0,0.00%,0.58,20.44,1,31.4M,Neutral 44.0,Neutral 50.0
154,EA HOLDINGS BERHAD,"EAH (0154) [s]
EA HOLDINGS BERHAD Summary",Technology - Ace Market,0.010 - 0.040,-2.84,-13,-0.16,0,0.00%,0.35,0.77,3,101.4M,Neutral 61.1,Overbought 100.0
7053,SEE HUP CONSOLIDATED BERHAD,"SEEHUP (7053) [s]
SEE HUP CONSOLIDATED BERHAD Summary",Transportation & Logistics - Main Market,0.910 - 1.300,-4.04,-22,-4.19,1.8,1.98%,0.88,121.42,1,73.2M,Neutral 34.8,Oversold 0.0
43,METRONIC GLOBAL BERHAD,"MTRONIC (0043) [s]
METRONIC GLOBAL BERHAD Summary",Industrial Products & Services - Main Market,0.052 - 0.144,-12.38,-9,-0.82,0,0.00%,1.13,2.43,3,72.2M,Neutral 49.0,Neutral 66.7
55,SERSOL BERHAD,"SERSOL (0055) [s]
SERSOL BERHAD Summary",Industrial Products & Services - Ace Market,0.080 - 0.170,-4.38,-30,-0.35,0,0.00%,1.31,8.37,1,22.6M,Neutral 53.7,Neutral 60.0
7004,MCE HOLDINGS BERHAD,"MCEHLDG (7004) [s]
MCE HOLDINGS BERHAD Summary",Industrial Products & Services - Main Market,0.435 - 0.830,-4.39,-8,-8.73,0,0.00%,0.34,141.74,0,29.8M,Neutral 55.5,Neutral 46.7
59,ECOBUILT HOLDINGS BERHAD,"ECOHLDS (0059)
ECOBUILT HOLDINGS BERHAD Summary",Telecommunications & Media - Main Market,0.180 - 0.405,-4.55,-15,-1.99,0,0.00%,0.69,28.38,1,48.8M,Neutral 51.8,Neutral 50.0
95,XINGHE HOLDINGS BERHAD,"XINGHE (0095)
XINGHE HOLDINGS BERHAD Summary",Consumer Products & Services - Ace Market,0.025 - 0.055,-4.64,-3,-0.89,0,0.00%,0.16,12.24,0,77.2M,Neutral 46.3,Neutral 50.0
9997,PENSONIC HOLDINGS BERHAD,"PENSONI (9997)
PENSONIC HOLDINGS BERHAD Summary",Consumer Products & Services - Main Market,0.340 - 0.640,-4.78,-9,-4.25,0,0.00%,0.45,255.24,0,51.9M,Neutral 47.8,Neutral 42.9
7935,MILUX CORPORATION BERHAD,"MILUX (7935) [s]
MILUX CORPORATION BERHAD Summary",Consumer Products & Services - Main Market,0.600 - 0.860,-4.88,-19,-3.81,0,0.00%,0.95,142.7,1,40.3M,Neutral 55.4,Overbought 100.0
2097,EASTLAND EQUITY BHD,"EASTLND (2097) [s]
EASTLAND EQUITY BHD Summary",Consumer Products & Services - Main Market,0.095 - 0.240,-5.06,-3,-3.59,0,0.00%,0.14,8.67,1,24.6M,Neutral 43.5,Oversold 0.0
5037,COMPUGATES HOLDINGS BERHAD,"COMPUGT (5037) [s]
COMPUGATES HOLDINGS BERHAD Summary",Industrial Products & Services - Main Market,0.020 - 0.030,-5.2,-10,-0.26,0,0.00%,0.5,0.82,3,58.7M,Neutral 45.6,Neutral 50.0
5256,REACH ENERGY BERHAD,"REACH (5256) [s]
REACH ENERGY BERHAD Summary",Energy - Main Market,0.210 - 0.520,-5.26,-7,-4.05,0,0.00%,0.39,20.09,1,328.9M,Neutral 43.6,Oversold 18.2
7073,SEACERA GROUP BERHAD,"SEACERA (7073) [s]
SEACERA GROUP BERHAD Summary",Industrial Products & Services - Main Market,0.155 - 0.620,-6.42,-4,-9.41,0,0.00%,0.23,5.04,7,155.0M,Neutral 51.0,Neutral 66.7
7382,GOLDEN LAND BERHAD,"GLBHD (7382)
GOLDEN LAND BERHAD Summary",Plantation - Main Market,0.335 - 0.530,-5.39,-3,-11.26,0,0.00%,0.18,3.6,11,84.7M,Neutral 49.0,Oversold 18.2
9695,PLS PLANTATIONS BERHAD,"PLS (9695) [s]
PLS PLANTATIONS BERHAD Summary",Plantation - Main Market,0.650 - 1.120,-5.43,-32,-3.06,0,0.00%,1.72,18.26,5,340.2M,Neutral 52.3,Neutral 22.2
7223,JADI IMAGING HOLDINGS BERHAD,"JADI (7223) [s]
JADI IMAGING HOLDINGS BERHAD Summary",Consumer Products & Services - Main Market,0.030 - 0.060,-5.54,-6,-0.72,0,0.00%,0.31,5.16,1,37.7M,Neutral 54.4,Neutral 50.0
7077,GSB GROUP BERHAD,"GSB (7077)
GSB GROUP BERHAD Summary",Property - Main Market,0.090 - 0.255,-5.59,-36,-0.52,0,0.00%,2.04,10.44,2,105.0M,Neutral 51.2,Neutral 33.3
64,EFFICIENT E-SOLUTIONS BERHAD,"EFFICEN (0064)
EFFICIENT E-SOLUTIONS BERHAD Summary",Industrial Products & Services - Main Market,0.170 - 0.320,-5.63,-18,-1.07,0,0.00%,1.03,0.53,37,138.3M,Neutral 49.4,Oversold 13.3
7198,DPS RESOURCES BERHAD,"DPS (7198) [s]
DPS RESOURCES BERHAD Summary",Property - Main Market,0.050 - 0.100,-5.78,-9,-1.04,0,0.00%,0.5,5.03,2,52.9M,Neutral 63.9,Overbought 80.0
6297,BOX-PAK (MALAYSIA) BERHAD,"BOXPAK (6297)
BOX-PAK (MALAYSIA) BERHAD Summary",Industrial Products & Services - Main Market,0.865 - 1.350,-5.96,-9,-12.4,0,0.00%,0.53,522.6,0,132.1M,Neutral 48.2,Oversold 16.7
9539,MULTI-USAGE HOLDINGS BERHAD,"MUH (9539) [s]
MULTI-USAGE HOLDINGS BERHAD Summary",Property - Main Market,0.390 - 0.550,-5.99,-7,-7.01,0,0.00%,0.39,20.12,2,26.0M,Neutral 49.2,Neutral 41.7
7094,EUROSPAN HOLDINGS BERHAD,"EUROSP (7094) [s]
EUROSPAN HOLDINGS BERHAD Summary",Consumer Products & Services - Main Market,0.400 - 0.750,-6.19,-8,-6.26,0,0.00%,0.47,128.31,0,21.3M,Neutral 51.1,Overbought 100.0
5133,PETRA ENERGY BERHAD,"PENERGY (5133) [s]
PETRA ENERGY BERHAD Summary",Energy - Main Market,0.315 - 1.260,-6.33,-16,-6.52,0,0.00%,1.01,145.28,1,334.6M,Neutral 50.3,Oversold 15.0
7168,PRG HOLDINGS BERHAD,"PRG (7168) [s]
PRG HOLDINGS BERHAD Summary",Consumer Products & Services - Main Market,0.700 - 0.900,-6.67,-26,-2.84,0,0.00%,1.72,45.96,2,236.1M,Oversold 13.4,Neutral 57.1
2054,TDM BERHAD,"TDM (2054)
TDM BERHAD Summary",Plantation - Main Market,0.145 - 0.380,-6.88,-4,-4.54,0.5,2.86%,0.27,24.07,1,294.5M,Neutral 42.7,Oversold 16.7
7501,HARN LEN CORPORATION BHD,"HARNLEN (7501) [s]
HARN LEN CORPORATION BHD Summary",Plantation - Main Market,0.340 - 0.700,-6.96,-6,-11.41,0,0.00%,0.41,100.14,1,124.3M,Neutral 56.1,Neutral 40.0
7071,OCR GROUP BERHAD,"OCR (7071) [s]
OCR GROUP BERHAD Summary",Construction - Main Market,0.220 - 0.465,-7.8,-13,-2.27,0,0.00%,0.98,9.97,3,91.7M,Neutral 62.1,Neutral 71.4
5166,MINDA GLOBAL BERHAD,"MINDA (5166) [s]
MINDA GLOBAL BERHAD Summary",Consumer Products & Services - Main Market,0.035 - 0.170,-7.41,-3,-1.38,0,0.00%,0.21,7.57,1,49.6M,Neutral 35.6,Neutral 33.3
8648,JASA KITA BERHAD,"JASKITA (8648)
JASA KITA BERHAD Summary",Industrial Products & Services - Main Market,0.110 - 0.150,-7.41,-10,-1.26,0,0.00%,0.71,7.33,2,53.9M,Neutral 56.2,Neutral 50.0
7120,ACOUSTECH BERHAD,"ACOSTEC (7120) [s]
ACOUSTECH BERHAD Summary",Consumer Products & Services - Main Market,0.300 - 0.490,-7.46,-10,-3.88,0,0.00%,0.78,18.71,2,78.8M,Neutral 35.6,Oversold 0.0
36,KEY ALLIANCE GROUP BERHAD,"KGROUP (0036) [s]
KEY ALLIANCE GROUP BERHAD Summary",Technology - Ace Market,0.040 - 0.095,-8.43,-4,-1.23,0,0.00%,0.31,7,1,23.4M,Neutral 50.6,Neutral 50.0
7132,SMIS CORPORATION BERHAD,"SMISCOR (7132) [s]
SMIS CORPORATION BERHAD Summary",Industrial Products & Services - Main Market,0.370 - 0.540,-7.91,-4,-9.65,0,0.00%,0.35,285.55,0,19.3M,Neutral 48.1,Neutral 44.4
116,FOCUS DYNAMICS GROUP BERHAD,"FOCUS (0116)
FOCUS DYNAMICS GROUP BERHAD Summary",Consumer Products & Services - Ace Market,0.120 - 0.180,-8.16,-77,-0.16,0,0.00%,6.37,1.18,11,255.3M,Neutral 44.8,Neutral 25.0
8834,IREKA CORPORATION BERHAD,"IREKA (8834) [s]
IREKA CORPORATION BERHAD Summary",Construction - Main Market,0.460 - 0.645,-8.04,-9,-6.27,2,3.64%,0.71,129.1,0,102.7M,Neutral 50.1,Neutral 66.7
5195,CENSOF HOLDINGS BERHAD,"CENSOF (5195) [s]
CENSOF HOLDINGS BERHAD Summary",Technology - Main Market,0.120 - 0.215,-8.21,-7,-2.15,0,0.00%,0.57,15.82,1,75.3M,Neutral 52.6,Neutral 66.7
9113,SANBUMI HOLDINGS BERHAD,"SANBUMI (9113) [s]
SANBUMI HOLDINGS BERHAD Summary",Consumer Products & Services - Main Market,0.115 - 0.445,-8.46,-13,-2.96,0,0.00%,1.13,11.15,4,98.4M,Neutral 69.7,Overbought 94.1
5188,CHINA OUHUA WINERY HOLDINGS LIMITED,"CNOUHUA (5188)
CHINA OUHUA WINERY HOLDINGS LIMITED Summary",Consumer Products & Services - Main Market,0.035 - 0.085,-8.58,-2,-1.63,0,0.00%,0.21,1.32,3,26.7M,Neutral 36.8,Oversold 0.0
156,MANAGEPAY SYSTEMS BERHAD,"MPAY (0156)
MANAGEPAY SYSTEMS BERHAD Summary",Technology - Ace Market,0.100 - 0.210,-8.62,-11,-1.12,0,0.00%,0.92,1.82,7,85.3M,Neutral 45.8,Oversold 0.0
7082,SYF RESOURCES BERHAD,"SYF (7082) [s]
SYF RESOURCES BERHAD Summary",Consumer Products & Services - Main Market,0.205 - 0.370,-8.73,-5,-3.93,1.25,6.10%,0.46,36.27,1,126.9M,Neutral 36.9,Oversold 0.0
93,SOLUTION ENGINEERING HOLDINGS BERHAD,"SOLUTN (0093) [s]
SOLUTION ENGINEERING HOLDINGS BERHAD Summary",Technology - Ace Market,0.080 - 0.200,-8.85,-9,-1.11,0,0.00%,0.8,4.27,2,30.6M,Neutral 54.5,Neutral 33.3
7108,PERDANA PETROLEUM BERHAD,"PERDANA (7108) [s]
PERDANA PETROLEUM BERHAD Summary",Energy - Main Market,0.175 - 0.540,-8.92,-8,-5.26,0,0.00%,0.68,24.36,2,311.4M,Neutral 51.0,Neutral 23.5
6173,BINA DARULAMAN BERHAD,"BDB (6173) [s]
BINA DARULAMAN BERHAD Summary",Property - Main Market,0.285 - 0.630,-9.19,-3,-13.88,0,0.00%,0.26,66.94,1,121.5M,Neutral 47.2,Oversold 0.0
5079,GETS GLOBAL BERHAD,"GETS (5079) [s]
GETS GLOBAL BERHAD Summary",Consumer Products & Services - Main Market,0.100 - 0.415,-9.37,-7,-3.28,0,0.00%,0.7,23.66,1,30.9M,Neutral 50.9,Oversold 15.0
4383,JAYA TIASA HOLDINGS BHD,"JTIASA (4383) [s]
JAYA TIASA HOLDINGS BHD Summary",Plantation - Main Market,0.430 - 0.875,-9.63,-4,-13.38,0.5,0.84%,0.43,74.95,1,579.4M,Neutral 57.7,Neutral 63.6
9377,FSBM HOLDINGS BERHAD,"FSBM (9377) [s]
FSBM HOLDINGS BERHAD Summary",Technology - Main Market,0.080 - 0.240,-9.75,-25,-0.39,0,0.00%,2.38,0.76,12,13.4M,Oversold 29.4,Oversold 10.7
9083,KUMPULAN JETSON BERHAD,"JETSON (9083) [s]
KUMPULAN JETSON BERHAD Summary",Industrial Products & Services - Main Market,0.165 - 0.255,-9.94,-4,-4.42,0,0.00%,0.39,90.26,0,37.0M,Neutral 46.6,Oversold 20.0
72,AT SYSTEMATIZATION BERHAD,"AT (0072) [s]
AT SYSTEMATIZATION BERHAD Summary",Industrial Products & Services - Ace Market,0.045 - 0.085,-10.26,-3,-1.59,0,0.00%,0.35,4.78,1,25.5M,Neutral 56.4,Overbought 100.0
6211,KIA LIM BERHAD,"KIALIM (6211) [s]
KIA LIM BERHAD Summary",Industrial Products & Services - Main Market,0.130 - 0.360,-10.32,-2,-9.88,0,0.00%,0.21,64.18,0,12.4M,Neutral 45.9,Neutral 60.9
4316,SIN HENG CHAN (MALAYA) BERHAD,"SHCHAN (4316) [s]
SIN HENG CHAN (MALAYA) BERHAD Summary",Plantation - Main Market,0.240 - 0.610,-10.6,-7,-4.77,0,0.00%,0.71,24.67,1,42.2M,Neutral 42.4,Neutral 40.0
70,MQ TECHNOLOGY BERHAD,"MQTECH (0070) [s]
MQ TECHNOLOGY BERHAD Summary",Technology - Ace Market,0.025 - 0.070,-11,-5,-0.88,0,0.00%,0.5,4.12,1,23.9M,Neutral 66.2,Overbought 100.0
6572,KWANTAS CORPORATION BERHAD,"KWANTAS (6572) [s]
KWANTAS CORPORATION BERHAD Summary",Plantation - Main Market,0.780 - 1.500,-11.23,-2,-42.69,0,0.00%,0.21,213.22,0,250.9M,Neutral 41.5,Neutral 50.0
118,TRIVE PROPERTY GROUP BERHAD,"TRIVE (0118) [s]
TRIVE PROPERTY GROUP BERHAD Summary",Technology - Main Market,0.010 - 0.040,0,0,0,0,0.00%,0.67,0,,46.9M,Neutral 50.9,Neutral 50.0
5371,KIM HIN INDUSTRY BERHAD,"KIMHIN (5371) [s]
KIM HIN INDUSTRY BERHAD Summary",Industrial Products & Services - Main Market,1.090 - 1.450,-11.99,-3,-38.02,0,0.00%,0.37,258.83,0,182.1M,Neutral 46.2,Neutral 44.4
6807,PUNCAK NIAGA HOLDINGS BERHAD,"PUNCAK (6807) [s]
PUNCAK NIAGA HOLDINGS BERHAD Summary",Construction - Main Market,0.315 - 0.695,-12.38,-1,-37.76,0.5,1.37%,0.12,51.3,1,164.0M,Neutral 43.0,Oversold 9.1
7412,SHH RESOURCES HOLDINGS BERHAD,"SHH (7412) [s]
SHH RESOURCES HOLDINGS BERHAD Summary",Consumer Products & Services - Main Market,0.470 - 0.820,-13.38,-2,-19.4,0,0.00%,0.33,229.02,0,24.0M,Neutral 39.7,Neutral 25.0
86,YGL CONVERGENCE BERHAD,"YGL (0086) [s]
YGL CONVERGENCE BERHAD Summary",Technology - Ace Market,0.100 - 0.170,-14.07,-11,-1.01,0,0.00%,1.6,1.48,8,26.7M,Neutral 48.1,Oversold 0.0
5041,PBA HOLDINGS BHD,"PBA (5041) [s]
PBA HOLDINGS BHD Summary",Utilities - Main Market,1.020 - 1.300,-14.33,-4,-30.09,1.75,1.50%,0.56,102.18,1,387.6M,Neutral 48.1,Neutral 40.0
159,ASIA MEDIA GROUP BERHAD,"AMEDIA (0159) [s]
ASIA MEDIA GROUP BERHAD Summary",Telecommunications & Media - Main Market,0.075 - 0.180,-14.65,-11,-1.31,0,0.00%,1.62,5.58,3,34.7M,Neutral 51.4,Overbought 80.0
74,GREEN OCEAN CORPORATION BERHAD,"GOCEAN (0074) [s]
GREEN OCEAN CORPORATION BERHAD Summary",Consumer Products & Services - Ace Market,0.085 - 0.150,-14.56,-9,-1.12,0,0.00%,1.3,97.38,0,29.0M,Neutral 44.0,Oversold 0.0
152,DGB ASIA BERHAD,"DGB (0152)
DGB ASIA BERHAD Summary",Technology - Ace Market,0.105 - 0.185,-14.42,-12,-1.03,0,0.00%,1.68,0.73,17,90.7M,Neutral 47.4,Neutral 50.0
69,VIVOCOM INTL HOLDINGS BERHAD,"VIVOCOM (0069) [s]
VIVOCOM INTL HOLDINGS BERHAD Summary",Technology - Ace Market,0.015 - 0.070,-15.25,-2,-1.22,0,0.00%,0.25,2.16,1,113.3M,Neutral 49.9,Neutral 50.0
167,MCLEAN TECHNOLOGIES BERHAD,"MCLEAN (0167) [s]
MCLEAN TECHNOLOGIES BERHAD Summary",Industrial Products & Services - Ace Market,0.085 - 0.170,-16.13,-4,-2.42,0,0.00%,0.63,38.23,0,17.0M,Neutral 44.6,Neutral 66.7
7239,SCANWOLF CORPORATION BERHAD,"SCNWOLF (7239) [s]
SCANWOLF CORPORATION BERHAD Summary",Industrial Products & Services - Main Market,0.130 - 0.350,-16.51,-2,-6.44,0,0.00%,0.36,50.87,0,13.5M,Neutral 37.6,Neutral 22.2
53,OSK VENTURES INTERNATIONAL BERHAD,"OSKVI (0053)
OSK VENTURES INTERNATIONAL BERHAD Summary",Financial Services - Ace Market,0.440 - 0.645,-16.88,-3,-15.02,0,0.00%,0.51,90.36,0,88.9M,Neutral 41.0,Oversold 0.0
8478,HWA TAI INDUSTRIES BERHAD,"HWATAI (8478) [s]
HWA TAI INDUSTRIES BERHAD Summary",Consumer Products & Services - Main Market,0.280 - 0.420,-17.14,-6,-5.67,0,0.00%,0.97,86.51,0,23.9M,Neutral 50.9,Neutral 66.7
2577,YTL LAND & DEVELOPMENT BERHAD,"YTLLAND (2577)
YTL LAND & DEVELOPMENT BERHAD Summary",Property - Main Market,0.370 - 0.500,-17.45,-2,-15.88,0,0.00%,0.42,26.98,1,320.9M,Neutral 40.6,Oversold 0.0
5001,MIECO CHIPBOARD BERHAD,"MIECO (5001) [s]
MIECO CHIPBOARD BERHAD Summary",Industrial Products & Services - Main Market,0.240 - 0.575,-17.75,-2,-11.54,0,0.00%,0.4,79.97,0,136.5M,Neutral 40.7,Oversold 0.0
10,IRIS CORPORATION BERHAD,"IRIS (0010) [s]
IRIS CORPORATION BERHAD Summary",Technology - Ace Market,0.115 - 0.190,-17.94,-9,-1.64,0,0.00%,1.7,8.52,2,459.8M,Neutral 58.0,Neutral 50.0
7007,ARK RESOURCES HOLDINGS BERHAD,"ARK (7007) [s]
ARK RESOURCES HOLDINGS BERHAD Summary",Property - Main Market,0.270 - 0.650,-18.2,-6,-5.46,0,0.00%,1.07,7.46,4,15.6M,Neutral 45.0,Neutral 21.7
5006,MERGE ENERGY BHD,"MERGE (5006) [s]
MERGE ENERGY BHD Summary",Construction - Main Market,0.240 - 1.800,-18.21,-13,-13.11,0,0.00%,2.42,66.38,3,116.6M,Overbought 70.1,Neutral 76.0
9237,SARAWAK CONSOLIDATED INDUSTRIES BERHAD,"SCIB (9237) [s]
SARAWAK CONSOLIDATED INDUSTRIES BERHAD Summary",Industrial Products & Services - Main Market,0.300 - 0.810,-19.54,-5,-11.14,0,0.00%,0.96,88.26,1,47.2M,Neutral 44.9,Neutral 23.5
20,NETX HOLDINGS BERHAD,"NETX (0020) [s]
NETX HOLDINGS BERHAD Summary",Technology - Ace Market,0.010 - 0.035,-20,-3,-0.6,0,0.00%,0.67,0.58,3,56.0M,Neutral 54.9,Overbought 100.0
51,CUSCAPI BERHAD,"CUSCAPI (0051) [s]
CUSCAPI BERHAD Summary",Technology - Main Market,0.130 - 0.425,-21.25,-9,-2.55,0,0.00%,1.83,3.4,6,189.0M,Neutral 49.4,Neutral 33.3
7498,RALCO CORPORATION BERHAD,"RALCO (7498) [s]
RALCO CORPORATION BERHAD Summary",Industrial Products & Services - Main Market,0.190 - 0.580,-22.2,-1,-21.76,0,0.00%,0.23,154.31,0,10.6M,Neutral 42.3,Neutral 44.4
75,LYC HEALTHCARE BERHAD,"LYC (0075) [s]
LYC HEALTHCARE BERHAD Summary",Technology - Ace Market,0.280 - 0.545,-23.63,-17,-1.89,0,0.00%,4.06,5.11,6,105.6M,Neutral 55.1,Overbought 100.0
7200,TEK SENG HOLDINGS BERHAD,"TEKSENG (7200) [s]
TEK SENG HOLDINGS BERHAD Summary",Consumer Products & Services - Main Market,0.220 - 0.375,-23.71,-2,-13.99,0,0.00%,0.4,52.85,0,81.8M,Neutral 44.0,Neutral 33.3
7170,LFE CORPORATION BERHAD,"LFECORP (7170) [s]
LFE CORPORATION BERHAD Summary",Industrial Products & Services - Main Market,0.085 - 0.225,-24.39,-2,-4.39,0,0.00%,0.53,2.92,3,17.7M,Neutral 44.0,Oversold 0.0
