,code,date,news,extract_code,extracted_date
10348,https://www.klsescreener.com/v2/news/stock/0138,"TheStar22 Mar, 2019 09:21am - 5 days ago","KLCI rebounds as banks retrace losses, Wall St performance lifts",0138,2019-03-22
10347,https://www.klsescreener.com/v2/news/stock/0138,"Sinchew22 Mar, 2019 10:09am - 5 days ago",MYEG大热·马股开高走低,0138,2019-03-22
10306,https://www.klsescreener.com/v2/news/stock/0138,"TheStar05 Apr, 2019 08:56am - 1 week ago","Trading ideas: MyEG, Pintaras Jaya, LTKM, Petron",0138,2019-04-05
10285,https://www.klsescreener.com/v2/news/stock/0138,"TheStar14 Mar, 2019 11:32am - 4 days ago",Kuok still Malaysia's richest despite US$2b fall in wealth: Forbes,0138,2019-03-14
10286,https://www.klsescreener.com/v2/news/stock/0138,"Nanyang14 Mar, 2019 00:00am - 4 days ago","MyEG
外劳管理添商机",0138,2019-03-14
1195,https://www.klsescreener.com/v2/news/stock/0138,"TheEdge19 Apr, 2019 13:30pm - 5 days ago",区域股市涨跌互见 马股小涨0.16%,0138,2019-04-19
1196,https://www.klsescreener.com/v2/news/stock/0138,"TheEdge19 Apr, 2019 13:00pm - 5 days ago",KLCI up 0.16% as regional markets stay mixed,0138,2019-04-19
1197,https://www.klsescreener.com/v2/news/stock/0138,"TheEdge15 Apr, 2019 10:27am - 1 week ago",MyEG overseas ops are expected to be profitable from this year,0138,2019-04-15
1198,https://www.klsescreener.com/v2/news/stock/0138,"Sinchew12 Apr, 2019 12:07pm - 1 week ago",多元资源力争2国际汽车品牌,0138,2019-04-12
1199,https://www.klsescreener.com/v2/news/stock/0138,"Nanyang12 Apr, 2019 00:05am - 1 week ago","积极中国第三家AR
MyEG 910万入股上海亮风台",0138,2019-04-12
10287,https://www.klsescreener.com/v2/news/stock/0138,"Orientaldaily13 Mar, 2019 21:45pm - 4 days ago",外勞管理系統將拍板　MYEG鞏固領先地位,0138,2019-03-13
10288,https://www.klsescreener.com/v2/news/stock/0138,"TheEdge13 Mar, 2019 13:55pm - 4 days ago",蓝筹股推动 马股升0.26%,0138,2019-03-13
10363,https://www.klsescreener.com/v2/news/stock/0138,"TheEdge28 Mar, 2019 10:24am - 6 days ago","KLCI pares loss, hovers just above 1,640 level",0138,2019-03-28
10362,https://www.klsescreener.com/v2/news/stock/0138,"TheEdge28 Mar, 2019 11:02am - 6 days ago",马股收窄跌幅 游走于1640上方,0138,2019-03-28
10361,https://www.klsescreener.com/v2/news/stock/0138,"TheEdge28 Mar, 2019 13:22pm - 6 days ago","KLCI bucks regional trend, dips 0.12%",0138,2019-03-28
10360,https://www.klsescreener.com/v2/news/stock/0138,"TheEdge28 Mar, 2019 13:49pm - 6 days ago",马股逆市走低 半天下滑0.12%,0138,2019-03-28
10329,https://www.klsescreener.com/v2/news/stock/0138,"TheEdge27 Mar, 2019 10:47am - 9 hours ago",区域市场失去动力 拖累马股跌0.37%,0138,2019-03-27
10310,https://www.klsescreener.com/v2/news/stock/0138,"TheEdge04 Apr, 2019 20:55pm - 1 week ago","MyEG invests in China-based education tech group, Jingle Magic",0138,2019-04-04
10309,https://www.klsescreener.com/v2/news/stock/0138,"Nanyang04 Apr, 2019 21:10pm - 1 week ago",上升股:MyEG阻力RM1.64,0138,2019-04-04
10308,https://www.klsescreener.com/v2/news/stock/0138,"TheEdge04 Apr, 2019 23:01pm - 1 week ago","MyEG, Scomi Group, Petron, Pintaras Jaya, Sime Darby Property, Vizione and LTKM",0138,2019-04-04
10307,https://www.klsescreener.com/v2/news/stock/0138,"TheStar05 Apr, 2019 08:35am - 1 week ago",MyEG to invest in China-based AI company Jingle Magic,0138,2019-04-05
10304,https://www.klsescreener.com/v2/news/stock/0138,"Sinchew05 Apr, 2019 12:11pm - 1 week ago",MYEG投资中科技公司,0138,2019-04-05
10330,https://www.klsescreener.com/v2/news/stock/0138,"TheEdge27 Mar, 2019 10:19am - 9 hours ago",KLCI dips 0.37% as regional markets lose steam,0138,2019-03-27
10331,https://www.klsescreener.com/v2/news/stock/0138,"Sinchew26 Mar, 2019 18:24pm - 1 day ago",MYEG购兴重燃·马股走势低迷,0138,2019-03-26
10332,https://www.klsescreener.com/v2/news/stock/0138,"TheEdge26 Mar, 2019 13:24pm - 1 day ago",技术面疲弱 马股回落,0138,2019-03-26
10333,https://www.klsescreener.com/v2/news/stock/0138,"TheEdge26 Mar, 2019 12:54pm - 1 day ago",KLCI retreats on poorer technicals,0138,2019-03-26
10359,https://www.klsescreener.com/v2/news/stock/0138,"Sinchew28 Mar, 2019 17:28pm - 6 days ago",消费油气股交投热·马股2连跌,0138,2019-03-28
10344,https://www.klsescreener.com/v2/news/stock/0138,"TheEdge22 Mar, 2019 13:09pm - 5 days ago","KLCI pares loss, down 0.31% as sentiment turns wary",0138,2019-03-22
10305,https://www.klsescreener.com/v2/news/stock/0138,"Sinchew05 Apr, 2019 10:14am - 1 week ago",史格米狂飙·马股横摆,0138,2019-04-05
10342,https://www.klsescreener.com/v2/news/stock/0138,"TheStar23 Mar, 2019 08:40am - 4 days ago",The rich became poorer by RM22bil,0138,2019-03-23
10330,https://www.klsescreener.com/v2/news/stock/0138,"TheEdge04 Apr, 2019 08:58am - 6 days ago","Pharmaniaga, MyEG under scrutiny for monopolistic ways",0138,2019-04-04
10331,https://www.klsescreener.com/v2/news/stock/0138,"TheStar04 Apr, 2019 07:50am - 6 days ago",Monopoly watch: Govt to break up cartels,0138,2019-04-04
10293,https://www.klsescreener.com/v2/news/stock/0138,"TheEdge12 Mar, 2019 13:48pm - 5 days ago",区域股市向好 马股升幅收窄,0138,2019-03-12
10343,https://www.klsescreener.com/v2/news/stock/0138,"TheEdge22 Mar, 2019 13:26pm - 5 days ago",市场情绪转为谨慎 马股下滑0.31%,0138,2019-03-22
10332,https://www.klsescreener.com/v2/news/stock/0138,"Chinapress03 Apr, 2019 23:00pm - 6 days ago",MYEG服务发马股价齐跌,0138,2019-04-03
1202,https://www.klsescreener.com/v2/news/stock/0138,"TheEdge08 Apr, 2019 11:15am - 2 weeks ago",马股与区域股市同步上扬,0138,2019-04-08
1203,https://www.klsescreener.com/v2/news/stock/0138,"TheEdge08 Apr, 2019 10:48am - 2 weeks ago","KLCI reverses loss, ticks up in line with region",0138,2019-04-08
10292,https://www.klsescreener.com/v2/news/stock/0138,"Sinchew12 Mar, 2019 17:32pm - 5 days ago",MYEG大热·马股全日走升,0138,2019-03-12
1206,https://www.klsescreener.com/v2/news/stock/0138,"Chinapress07 Apr, 2019 17:45pm - 2 weeks ago",MYEG大股东减7500万持股　,0138,2019-04-07
1207,https://www.klsescreener.com/v2/news/stock/0138,"TheStar06 Apr, 2019 09:40am - 2 weeks ago",Asia Internet sells MyEG shares for RM103.5mil,0138,2019-04-06
1208,https://www.klsescreener.com/v2/news/stock/0138,"Nanyang06 Apr, 2019 00:10am - 2 weeks ago","MyEG加码中国VR科技
610万入股Jingle Magic",0138,2019-04-06
1209,https://www.klsescreener.com/v2/news/stock/0138,"TheStar05 Apr, 2019 18:37pm - 2 weeks ago",Asia Internet Holdings sells 75m MY EG shares for RM103.5m,0138,2019-04-05
1204,https://www.klsescreener.com/v2/news/stock/0138,"TheStar08 Apr, 2019 09:57am - 2 weeks ago",Foreign selling on Bursa picks up steam,0138,2019-04-08
10283,https://www.klsescreener.com/v2/news/stock/0138,"TheEdge14 Mar, 2019 12:57pm - 4 days ago",KLCI dips as trading sentiment stays sluggish,0138,2019-03-14
10282,https://www.klsescreener.com/v2/news/stock/0138,"TheEdge14 Mar, 2019 13:28pm - 4 days ago",交投情绪持续低迷 马股走低,0138,2019-03-14
10281,https://www.klsescreener.com/v2/news/stock/0138,"Nanyang14 Mar, 2019 20:11pm - 3 days ago",【更新】2019福布斯大马富豪榜 郭鹤年522亿蝉联冠军,0138,2019-03-14
10280,https://www.klsescreener.com/v2/news/stock/0138,"TheEdge15 Mar, 2019 09:01am - 3 days ago",Richest Malaysians saw large dissipation of wealth in 2018,0138,2019-03-15
10279,https://www.klsescreener.com/v2/news/stock/0138,"TheEdge18 Mar, 2019 14:00pm - Just now ago",Lead Story: Malaysia not alone in ramp-up of share buybacks,0138,2019-03-18
10295,https://www.klsescreener.com/v2/news/stock/0138,"TheStar12 Mar, 2019 13:03pm - 6 days ago","KLCI rises amid broad Asian recovery, banks lead gains",0138,2019-03-12
10294,https://www.klsescreener.com/v2/news/stock/0138,"TheEdge12 Mar, 2019 13:27pm - 6 days ago",KLCI pares gains as neighbouring markets rally,0138,2019-03-12
10317,https://www.klsescreener.com/v2/news/stock/0138,"TheEdge08 Apr, 2019 09:12am - 2 days ago",KLCI gets off to a muted start despite higher regional markets,0138,2019-04-08
10341,https://www.klsescreener.com/v2/news/stock/0138,"Nanyang23 Mar, 2019 19:35pm - 4 days ago",政府或落实亲商政策 中型股可关注,0138,2019-03-23
10336,https://www.klsescreener.com/v2/news/stock/0138,"Sinchew26 Mar, 2019 10:09am - 1 day ago",阿玛达扬5.13%·马股开低,0138,2019-03-26
14826,https://www.klsescreener.com/v2/news/stock/0140,"TheEdge10 Apr, 2019 13:19pm - 2 weeks ago",市场情绪低迷 马股跌0.29%,0140,2019-04-10
5713,https://www.klsescreener.com/v2/news/stock/0140,"TheEdge10 Apr, 2019 12:46pm - 1 week ago",KLCI pares loss but stays down 0.29% as sentiment remains tepid,0140,2019-04-10
5708,https://www.klsescreener.com/v2/news/stock/0140,"TheEdge12 Apr, 2019 10:51am - 5 days ago",Stock With Momentum: Sterling Progress,0140,2019-04-12
5710,https://www.klsescreener.com/v2/news/stock/0140,"TheEdge11 Apr, 2019 13:29pm - 6 days ago","Asian Pac, Bio Osmo, Datasonic, Malton, Sedania, Sterling, Toyo Ink, UEM Sunrise",0140,2019-04-11
5711,https://www.klsescreener.com/v2/news/stock/0140,"TheEdge10 Apr, 2019 13:33pm - 1 week ago","Ajiya, Asian Pac, BIMB, Bio Osmo, Box-Pak, Chin Hin, DRealty, FGV, G3 Global, Heveaboard, Jaycorp, Karex, Sterling Progress, Turbo-Mech, WCE",0140,2019-04-10
1329,https://www.klsescreener.com/v2/news/stock/0143,"Sinchew17 Apr, 2019 11:15am - 11 hours ago",马股上午走势节节下跌,0143,2019-04-17
15358,https://www.klsescreener.com/v2/news/stock/0145,"TheEdge11 Mar, 2019 21:39pm - 6 days ago",TFP Solutions to dispose of Tech3 to focus on BMS business,0145,2019-03-11
8766,https://www.klsescreener.com/v2/news/stock/0150,"TheEdge06 Mar, 2019 19:58pm - 4 weeks ago",Fintec审计师SBY呈辞,0150,2019-03-06
8765,https://www.klsescreener.com/v2/news/stock/0150,"TheStar19 Mar, 2019 20:21pm - 2 weeks ago",Fintec Global buys Zouk Club KL,0150,2019-03-19
8762,https://www.klsescreener.com/v2/news/stock/0150,"Nanyang21 Mar, 2019 00:11am - 1 week ago","FINTEC环球斥2895万
入股Zouk 夜店75%",0150,2019-03-21
8763,https://www.klsescreener.com/v2/news/stock/0150,"Sinchew20 Mar, 2019 11:47am - 2 weeks ago",金科2895万购Zouk俱乐部75％,0150,2019-03-20
8714,https://www.klsescreener.com/v2/news/stock/0150,"TheEdge06 Mar, 2019 19:38pm - 1 month ago",Stretched resources forces SBY to quit as auditors of Fintec,0150,2019-03-06
10040,https://www.klsescreener.com/v2/news/stock/0151,"TheEdge10 Apr, 2019 08:28am - 1 week ago","Kelington Group may rise higher, says RHB Retail Research",0151,2019-04-10
10039,https://www.klsescreener.com/v2/news/stock/0151,"TheStar16 Apr, 2019 13:43pm - 1 day ago",Kelington secures RM53m new job wins,0151,2019-04-16
10037,https://www.klsescreener.com/v2/news/stock/0151,"TheEdge16 Apr, 2019 16:37pm - 1 day ago",科艺集团获5300万新订单,0151,2019-04-16
10036,https://www.klsescreener.com/v2/news/stock/0151,"Chinapress16 Apr, 2019 21:05pm - 1 day ago",科艺获5300万合约 今年累积订单1.5亿,0151,2019-04-16
10035,https://www.klsescreener.com/v2/news/stock/0151,"TheEdge16 Apr, 2019 23:47pm - 23 hours ago","Kelington, KPS, BIMB, UEM Edgenta, Gadang, MCE, Brahim's, Ikhmas Jaya and Handal Resources",0151,2019-04-16
10034,https://www.klsescreener.com/v2/news/stock/0151,"Nanyang17 Apr, 2019 00:10am - 22 hours ago",科艺集团挑战RM1.43/敏源,0151,2019-04-17
10038,https://www.klsescreener.com/v2/news/stock/0151,"TheEdge16 Apr, 2019 13:58pm - 1 day ago",Kelington secures new orders worth RM53m,0151,2019-04-16
948,https://www.klsescreener.com/v2/news/stock/0151,"Sinchew09 Apr, 2019 11:00am - 2 weeks ago",油盟续减产 美制裁伊委‧油价飙推升油气股,0151,2019-04-09
10033,https://www.klsescreener.com/v2/news/stock/0151,"TheEdge17 Apr, 2019 08:26am - 14 hours ago","Kelington Group may rebound further, says RHB Retail Research",0151,2019-04-17
949,https://www.klsescreener.com/v2/news/stock/0151,"Sinchew04 Apr, 2019 11:50am - 2 weeks ago",开辟海外商机· 建筑业首季订单达53.71亿,0151,2019-04-04
10041,https://www.klsescreener.com/v2/news/stock/0151,"TheStar10 Apr, 2019 07:30am - 1 week ago",Kelington gets banking facilities,0151,2019-04-10
950,https://www.klsescreener.com/v2/news/stock/0151,"TheStar28 Mar, 2019 10:25am - 3 weeks ago",AffinHwang: O&G sector expected to be positive,0151,2019-03-28
10032,https://www.klsescreener.com/v2/news/stock/0151,"TheStar17 Apr, 2019 09:04am - 13 hours ago","Trading ideas: Kelington, KPS, UEM Edgenta, Gadang, Brahim’s, Handal",0151,2019-04-17
10042,https://www.klsescreener.com/v2/news/stock/0151,"Nanyang10 Apr, 2019 00:05am - 1 week ago","条件更优惠
科艺转向汇丰贷款2500万",0151,2019-04-10
10031,https://www.klsescreener.com/v2/news/stock/0151,"TheStar17 Apr, 2019 09:05am - 13 hours ago","Affin Hwang maintains buy on Kelington, TP at RM1.60",0151,2019-04-17
935,https://www.klsescreener.com/v2/news/stock/0151,"TheEdge18 Apr, 2019 10:53am - 6 days ago",Kelington’s earnings growth trajectory seen sustainable,0151,2019-04-18
16798,https://www.klsescreener.com/v2/news/stock/0153,"TheStar17 Apr, 2019 12:56pm - 1 week ago",Singapore's OCBC seeks partner for China securities business,0153,2019-04-17
7684,https://www.klsescreener.com/v2/news/stock/0153,"TheEdge03 Apr, 2019 14:09pm - 1 week ago",Genting Bhd subsidiaries price US$1b bonds to fund Resorts World Las Vegas,0153,2019-04-03
7683,https://www.klsescreener.com/v2/news/stock/0153,"TheStar03 Apr, 2019 14:11pm - 1 week ago","Genting subsidiaries Resorts World Las Vegas, RWLV price US$1bil bonds with 4.625% coupon rate",0153,2019-04-03
16800,https://www.klsescreener.com/v2/news/stock/0153,"TheEdge04 Apr, 2019 10:37am - 2 weeks ago",Genting units price US$1b bonds to fund Resorts World Las Vegas,0153,2019-04-04
16799,https://www.klsescreener.com/v2/news/stock/0153,"TheStar12 Apr, 2019 10:39am - 1 week ago",Singapore central bank keeps policy settings as growth slows,0153,2019-04-12
16797,https://www.klsescreener.com/v2/news/stock/0153,"TheStar18 Apr, 2019 07:20am - 6 days ago",OCBC seeks partner for China securities business,0153,2019-04-18
16796,https://www.klsescreener.com/v2/news/stock/0153,"TheStar18 Apr, 2019 18:20pm - 6 days ago",DBS plans to stop financing coal power after 2021,0153,2019-04-18
7046,https://www.klsescreener.com/v2/news/stock/0154,"TheEdge05 Apr, 2019 13:13pm - 2 weeks ago",本地情绪转负 拖累马股跌0.11%,0154,2019-04-05
7051,https://www.klsescreener.com/v2/news/stock/0154,"TheEdge05 Apr, 2019 12:51pm - 1 week ago",KLCI dips 0.11% as local sentiment turns negative,0154,2019-04-05
16945,https://www.klsescreener.com/v2/news/stock/0156,"Sinchew27 Mar, 2019 11:23am - 8 hours ago",盟汇提供3公司QR应收款项,0156,2019-03-27
8156,https://www.klsescreener.com/v2/news/stock/0159,"TheEdge14 Mar, 2019 14:00pm - 1 month ago","Off-Market Trades: Asia Media Group Bhd, Handal Resources Bhd, Kronologi Asia Bhd",0159,2019-03-14
17155,https://www.klsescreener.com/v2/news/stock/0161,"Sinchew30 Mar, 2019 17:59pm - 4 days ago",股神身家千亿·不用iPhone却用百元手机,0161,2019-03-30
2193,https://www.klsescreener.com/v2/news/stock/0162,"TheStar12 Apr, 2019 16:04pm - 1 week ago",Exim Bank appoints new chairman,0162,2019-04-12
2195,https://www.klsescreener.com/v2/news/stock/0162,"Sinchew30 Mar, 2019 10:20am - 3 weeks ago",稳达与Tranz-I达财团协议,0162,2019-03-30
2179,https://www.klsescreener.com/v2/news/stock/0162,"TheEdge19 Apr, 2019 09:42am - 5 days ago",获1.9亿医院建设合约 Widad扬3.77%,0162,2019-04-19
2180,https://www.klsescreener.com/v2/news/stock/0162,"TheEdge19 Apr, 2019 09:28am - 5 days ago",Widad rises 5.66% on bagging RM190.5m job to build hospital,0162,2019-04-19
2181,https://www.klsescreener.com/v2/news/stock/0162,"TheStar19 Apr, 2019 09:03am - 5 days ago","Trading ideas: CIMB, Genting, Widad, Bintai Kinden, Seacera, UEM Sunrise",0162,2019-04-19
2182,https://www.klsescreener.com/v2/news/stock/0162,"TheStar19 Apr, 2019 08:30am - 5 days ago",Widad gets RM190mil construction contract,0162,2019-04-19
2183,https://www.klsescreener.com/v2/news/stock/0162,"TheEdge19 Apr, 2019 00:25am - 5 days ago","CIMB, Genting, Astro, Sime Darby Prop, BAT, Widad, Bintai Kinden, Seacera, JAKS, UEM Sunrise and Ireka",0162,2019-04-19
2184,https://www.klsescreener.com/v2/news/stock/0162,"Nanyang19 Apr, 2019 00:05am - 5 days ago",捷卡获1.91亿合约,0162,2019-04-19
2185,https://www.klsescreener.com/v2/news/stock/0162,"Chinapress18 Apr, 2019 23:10pm - 5 days ago",WIDAD集团获1.9亿合约 雪州蒲种建医院,0162,2019-04-18
2186,https://www.klsescreener.com/v2/news/stock/0162,"TheEdge18 Apr, 2019 19:21pm - 5 days ago",Widad获1.9亿合约 雪州建私人医院,0162,2019-04-18
2187,https://www.klsescreener.com/v2/news/stock/0162,"TheEdge18 Apr, 2019 18:31pm - 6 days ago",Widad gets RM190.5m job to build private hospital in Selangor,0162,2019-04-18
2188,https://www.klsescreener.com/v2/news/stock/0162,"TheStar18 Apr, 2019 17:44pm - 6 days ago",Widad to build private hospital in Bandar Kinrara,0162,2019-04-18
2189,https://www.klsescreener.com/v2/news/stock/0162,"TheEdge16 Apr, 2019 18:00pm - 1 week ago",Widad seeks to build and manage projects,0162,2019-04-16
2190,https://www.klsescreener.com/v2/news/stock/0162,"TheEdge16 Apr, 2019 11:07am - 1 week ago",Ex-BDO Malaysia chairman Feizal Mustapha is now Exim Bank boss,0162,2019-04-16
2191,https://www.klsescreener.com/v2/news/stock/0162,"TheStar15 Apr, 2019 07:00am - 1 week ago",Exim Bank appoints Feizal as chairman,0162,2019-04-15
2192,https://www.klsescreener.com/v2/news/stock/0162,"TheEdge12 Apr, 2019 23:11pm - 1 week ago",Feizal Mustapha appointed EXIM Bank chairman,0162,2019-04-12
2178,https://www.klsescreener.com/v2/news/stock/0162,"Sinchew19 Apr, 2019 10:10am - 5 days ago",稳达获1.9亿合约,0162,2019-04-19
16916,https://www.klsescreener.com/v2/news/stock/0165,"TheEdge26 Feb, 2019 21:16pm - 1 month ago",XOX signs MoU to participate in international traffic handling,0165,2019-02-26
9614,https://www.klsescreener.com/v2/news/stock/0166,"Nanyang26 Feb, 2019 00:10am - 1 month ago",益纳利美昌 下半年业绩料平淡,0166,2019-02-26
9554,https://www.klsescreener.com/v2/news/stock/0166,"TheEdge16 Apr, 2019 08:34am - 1 day ago","Inari Amertron may rise higher, says RHB Retail Research",0166,2019-04-16
9555,https://www.klsescreener.com/v2/news/stock/0166,"Nanyang16 Apr, 2019 00:05am - 1 day ago",上升股:益纳利美昌阻力RM1.88,0166,2019-04-16
9556,https://www.klsescreener.com/v2/news/stock/0166,"TheEdge15 Apr, 2019 18:33pm - 2 days ago",华尔街走高 刺激马股收高,0166,2019-04-15
9557,https://www.klsescreener.com/v2/news/stock/0166,"TheEdge15 Apr, 2019 18:20pm - 2 days ago",FBM KLCI higher after Wall Street share gains,0166,2019-04-15
435,https://www.klsescreener.com/v2/news/stock/0166,"TheStar07 Mar, 2019 12:41pm - 1 week ago",Citi cuts target for Malaysia KLCI on earnings misses,0166,2019-03-07
434,https://www.klsescreener.com/v2/news/stock/0166,"Sinchew08 Mar, 2019 11:56am - 1 week ago",利空拦路·东盟股市落后大市·马股表现最差,0166,2019-03-08
436,https://www.klsescreener.com/v2/news/stock/0166,"TheEdge07 Mar, 2019 12:24pm - 1 week ago",Citi cuts target for Malaysia stock benchmark on earnings misses,0166,2019-03-07
9607,https://www.klsescreener.com/v2/news/stock/0166,"Nanyang27 Mar, 2019 00:05am - 1 week ago",益纳利美昌上挑RM1.70/敏源,0166,2019-03-27
9562,https://www.klsescreener.com/v2/news/stock/0166,"TheEdge15 Apr, 2019 10:30am - 2 days ago","RF unit recovery, new ops for P34 plant seen for Inari Amertron",0166,2019-04-15
9563,https://www.klsescreener.com/v2/news/stock/0166,"Orientaldaily14 Apr, 2019 17:13pm - 3 days ago",東鐵激勵　馬股料小幅走高,0166,2019-04-14
9564,https://www.klsescreener.com/v2/news/stock/0166,"TheStar12 Apr, 2019 13:50pm - 5 days ago","Rollout of 5G to boost Inari Amertron prospects, says UOB Kay Hian",0166,2019-04-12
9565,https://www.klsescreener.com/v2/news/stock/0166,"TheEdge12 Apr, 2019 11:38am - 5 days ago","AllianceDBS upgrades Inari, raises target to RM2",0166,2019-04-12
9536,https://www.klsescreener.com/v2/news/stock/0166,"Orientaldaily19 Apr, 2019 22:05pm - 4 days ago",蘋果加速推5G手機　益納利美昌從中受惠,0166,2019-04-19
9535,https://www.klsescreener.com/v2/news/stock/0166,"TheEdge22 Apr, 2019 10:10am - 2 days ago",Apple-Qualcomm development likely to bode well for Inari,0166,2019-04-22
10467,https://www.klsescreener.com/v2/news/stock/0168,"TheEdge25 Feb, 2019 10:20am - 3 weeks ago",Boilermech’s outlook seen to remain challenging,0168,2019-02-25
1385,https://www.klsescreener.com/v2/news/stock/0168,"TheEdge16 Apr, 2019 11:21am - 1 week ago","Boilermech sees better FY19, banking on bioenergy, water treatment segments",0168,2019-04-16
1389,https://www.klsescreener.com/v2/news/stock/0168,"TheStar16 Apr, 2019 11:25am - 1 day ago",Analyst report,0168,2019-04-16
1383,https://www.klsescreener.com/v2/news/stock/0168,"TheEdge23 Apr, 2019 20:29pm - 22 hours ago",Boilermech buys land in Indonesia for RM15.66m to build new plant,0168,2019-04-23
8677,https://www.klsescreener.com/v2/news/stock/0169,"TheEdge09 Apr, 2019 11:23am - 2 weeks ago",Stock With Momentum: SMTrack,0169,2019-04-09
8675,https://www.klsescreener.com/v2/news/stock/0169,"TheEdge15 Apr, 2019 11:42am - 1 week ago",SMTrack signs MoU to explore investment opportunities in Citilink,0169,2019-04-15
8673,https://www.klsescreener.com/v2/news/stock/0169,"Nanyang15 Apr, 2019 16:13pm - 1 week ago",思泰280万入股Dexma 探索连城航空本地商机,0169,2019-04-15
8670,https://www.klsescreener.com/v2/news/stock/0169,"Sinchew22 Apr, 2019 12:29pm - 2 days ago",思泰 Citilink联手展翅高飞,0169,2019-04-22
8676,https://www.klsescreener.com/v2/news/stock/0169,"TheStar15 Apr, 2019 07:05am - 1 week ago",SMTrack plans to venture into low-cost airline industry,0169,2019-04-15
2239,https://www.klsescreener.com/v2/news/stock/0171,"TheStar28 Feb, 2019 09:43am - 2 weeks ago",Fatfish seeks to remove seven Peterlabs directors,0171,2019-02-28
2240,https://www.klsescreener.com/v2/news/stock/0171,"TheEdge28 Feb, 2019 09:15am - 2 weeks ago",Why Peterlabs stakeholders want 7 directors out,0171,2019-02-28
2286,https://www.klsescreener.com/v2/news/stock/0171,"Sinchew28 Feb, 2019 13:53pm - 3 weeks ago",比德生科股东要求开特大罢黜7董事,0171,2019-02-28
11430,https://www.klsescreener.com/v2/news/stock/0171,"TheEdge01 Mar, 2019 11:22am - 1 month ago",Stock With Momentum: PeterLabs Holdings,0171,2019-03-01
11384,https://www.klsescreener.com/v2/news/stock/0171,"TheEdge04 Apr, 2019 13:29pm - 1 week ago","Gadang, KNM, WCE, DRBHcom, Hock Heng, Nationwide Express, PeterLabs, Scomies, TH Heavy, WCT",0171,2019-04-04
11383,https://www.klsescreener.com/v2/news/stock/0171,"TheEdge05 Apr, 2019 19:17pm - 1 week ago","Peterlabs unaware of reason behind share price, volume spike",0171,2019-04-05
11382,https://www.klsescreener.com/v2/news/stock/0171,"Nanyang07 Apr, 2019 00:05am - 1 week ago","股价异动遭质询
德生科不知原因",0171,2019-04-07
11379,https://www.klsescreener.com/v2/news/stock/0171,"TheEdge08 Apr, 2019 12:48pm - 1 week ago",KLCI stays in positive zone in line with regional markets,0171,2019-04-08
11378,https://www.klsescreener.com/v2/news/stock/0171,"TheEdge08 Apr, 2019 13:29pm - 1 week ago",追随区域股市 马股保持向上,0171,2019-04-08
11377,https://www.klsescreener.com/v2/news/stock/0171,"TheEdge12 Apr, 2019 22:28pm - 5 days ago",Peterlabs boardroom tussle heightens,0171,2019-04-12
11376,https://www.klsescreener.com/v2/news/stock/0171,"Sinchew13 Apr, 2019 18:18pm - 4 days ago",比德生科两大股东·要求罢黜执行董事刘健伟,0171,2019-04-13
2274,https://www.klsescreener.com/v2/news/stock/0171,"TheStar20 Apr, 2019 08:45am - 4 days ago",Boardroom tussles stir excitement,0171,2019-04-20
2275,https://www.klsescreener.com/v2/news/stock/0171,"TheEdge18 Apr, 2019 22:59pm - 5 days ago",Lau Kin Wai ceases to be substantial shareholder in Peterlabs,0171,2019-04-18
3294,https://www.klsescreener.com/v2/news/stock/0172,"TheStar16 Mar, 2019 10:41am - 2 weeks ago",Eye on stock: OCK Group,0172,2019-03-16
12363,https://www.klsescreener.com/v2/news/stock/0172,"TheStar05 Apr, 2019 08:30am - 2 weeks ago","OCK's tower leasing to drive earnings in FY19, says RHB",0172,2019-04-05
7772,https://www.klsescreener.com/v2/news/stock/0173,"TheStar28 Feb, 2019 09:37am - 2 weeks ago",Media Prima records net profit of RM58.6mil,0173,2019-02-28
7773,https://www.klsescreener.com/v2/news/stock/0173,"TheStar27 Feb, 2019 13:51pm - 2 weeks ago",Media Prime records FY18 net earnings of RM58.6mil,0173,2019-02-27
16982,https://www.klsescreener.com/v2/news/stock/0173,"TheEdge24 Apr, 2019 16:08pm - 2 hours ago",首要媒体收购Vocket遭遇法律障碍,0173,2019-04-24
16983,https://www.klsescreener.com/v2/news/stock/0173,"TheEdge24 Apr, 2019 14:26pm - 4 hours ago",Media Prima's Vocket acquisition hits legal hiccup,0173,2019-04-24
1725,https://www.klsescreener.com/v2/news/stock/0176,"TheEdge01 Apr, 2019 14:54pm - 3 weeks ago",Edmond Tay is Kronologi's new CEO,0176,2019-04-01
1724,https://www.klsescreener.com/v2/news/stock/0176,"TheEdge01 Apr, 2019 16:07pm - 3 weeks ago",Edmond Tay担任Krono亚洲新CEO,0176,2019-04-01
1723,https://www.klsescreener.com/v2/news/stock/0176,"Nanyang02 Apr, 2019 00:05am - 3 weeks ago",Krono亚洲委CEO,0176,2019-04-02
1726,https://www.klsescreener.com/v2/news/stock/0176,"Chinapress01 Apr, 2019 02:35am - 3 weeks ago",KRONO亚洲委新CEO,0176,2019-04-01
1754,https://www.klsescreener.com/v2/news/stock/0176,"TheEdge04 Mar, 2019 10:05am - 1 month ago",Kronologi upbeat about prospects with Sandz buy,0176,2019-03-04
17042,https://www.klsescreener.com/v2/news/stock/0177,"TheEdge25 Feb, 2019 17:39pm - 2 weeks ago",Danajamin guarantees Pasukhas' Islamic notes programme,0177,2019-02-25
